Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_01_1976.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_02_1977.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_03_1978.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_04_1979.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_05_1980.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_06_1981.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_07_1982.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_08_1983.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_09_1984.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_10_1985.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_11_1986.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_12_1987.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_13_1988.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_14_1989.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_15_1990.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_16_1991.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_17_1992.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_18_1993.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_19_2003.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_20_2004.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_21_2005.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_22_2006.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_23_2007.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_24_2008.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_25_1950.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_26_1951.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_27_1952.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_28_1953.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_29_1954.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_30_1955.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_31_1956.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_32_1957.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_33_1958.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_34_1959.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_35_1960.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_36_1961.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_37_1962.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_38_1963.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_39_1964.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_40_1965.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_41_1966.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_42_1967.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_43_1968.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_44_1969.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_45_1970.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_46_1971.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_47_1972.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_48_1973.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_49_1974.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_50_1975.d
Q9H479	Q9H479	FN3K_HUMAN	FN3K	Fructosamine-3-kinase					1878.76	871.571		1054.32	806.568					1491.56	3471.45							2827.23			1242.8	751.022	1865.29	1148.23	719.672	1867.23	1749.49	6086.5		1374.88	2126.12										792.584		511.839	1021.1	993.97	1570.62
Q9H488	Q9H488	OFUT1_HUMAN	POFUT1	GDP-fucose protein O-fucosyltransferase 1	11398.6	6712.78	12883.8	7927.34	7134.03	9043.82	9375.14	8990.4	7369.21	12320.5	7791.11	8722.28	7916.56	8594.63	5455.9	6099.51	7058.25	11069.7	9427.15	6024.72	9148.18	8211.03	7210.39	6321.51	8770.98	15167.3	8445.45	10709	8107.56	8511.84	10270.9	13148.9	10414.5	9657.04	11890.7	5490.07	9355.86	12633.2	6874.9	7347	9464.24	8547.3	11276.5	8532.93	9157.02	10204.9	7188.58	9016.53	8304.36	8885.02
Q9H490	Q9H490	PIGU_HUMAN	PIGU	Phosphatidylinositol glycan anchor biosynthesis class U protein	9661.12	9747.3	9911.44	10394.5	6094.58	8016.97	5500.26	10389.5	5355.86	7097.91	9057.63	8904.05	7496.63	7964.36	10462.7	7125.67	8438.8	8647.84	11657.5	9312.52	10275	6656.92	8421.77	11743.6	7697.23	10281.4	7023.62	5589.61	7450.41	4096.72	7932.67	9806.64	8545.65	7587.57	6303.56	10920.4	8093.75	6892.25	8309.79	5724.42	11370.4	7162.14	10714.2	6788.67	8232.89	6622.31	10418.6	6048.87	7664.83	6351.13
Q9H496	Q9H496	IFG15_HUMAN	TOR1AIP2	Torsin-1A-interacting protein 2, isoform IFRG15	678.547	646.252	547.539	520.676	472.484	828.832	1348.76	822.126	494.213	751.117	705.175	359.077	462.223	710.262	563.534	677.464	379.356	392.841	765.029	544.552	517.493	762.448	645.941	1218.39	521.424	562.157	855.673	875.131	665.949	853.563	882.244	291.852	1216.59	524.699	620.13		671.434	458.099	770.291	474.677	1225.89	641.2	451.337	606.84	476.856	400.954	640.558	536.937	625.267	775.886
Q9H497	Q9H497	TOR3A_HUMAN	TOR3A	Torsin-3A	1383.38	4286.66	3494.67	4005.55	2369.59	2469.87	4041.39	3951.66	5552.11	4717.66	5559.9	2619.74	2942.63	3526.19	2148.72	3235.6	4680.5	2761.56	4421.94						4113.59	4334.64	3963.65	4890.73	3231.49	5783.38	4087.16	3289.74	4503.77	5912.67	5484.38	5858.64	5221.82	3098.79	5774.59	4199.73	5020.17	3309.96	3267.85	4857.15	3986.76	4286.26	4220.97	4262.66	3746.93	3102.98
Q9H4A3	Q9H4A3	WNK1_HUMAN	WNK1	Serine/threonine-protein kinase WNK1	11505.5	12645.8	14396.3	13433.7	13109.8	12812.1	11290	13317.9	15242.9	7613.94	16651.7	13990.5	12911.5	10183.7	17951	14689.2	16623.2	13636.6	13949.8	18092.3	12595.6	12814.3	15493	13159.8	16913.7	11316.5	14413	10253.3	14369	13100.7	11152.1	9302.56	13973.3	14587.1	14593.1	7661.96	16132.5	13675.5	14296.2	15423.4	11904.4	16829.6	12440.9	15866.8	11528.4	12091.6	11504.6	14947	16665.1	12479
Q9H4A4	Q9H4A4	AMPB_HUMAN	RNPEP	Aminopeptidase B	61736.2	52895.1	52942.2	43141.6	34328.6	43647	50291.3	50494.5	36413.5	42031.5	47036.2	40063.5	55230.2	54476.4	35517.6	31855	43699	48576.4	49727.1	51961.7	46840	47048	37871.9	30037.3	42613	50451.7	55528.7	38604.3	34068.9	54512	55651.8	35353.3	47657.7	58223.1	41452.9	35768.7	35355.3	44588.1	42831.5	38822.5	45270.9	37885.4	61662	49023.3	48444.5	56539.5	45180.2	51363.6	40245	44369.1
Q9H4A5	Q9H4A5	GLP3L_HUMAN	GOLPH3L	Golgi phosphoprotein 3-like	12832.3	14392.6	12905.4	14624.8	13545.3	15753.4	13301.6	14096.3	15019.6	13190.9	12159.8	12616.8	11351.3	13530.7	14852.8	13434.8	12762.5	11851	9500.59	12115.6	14525.9	17824.8	13134.9	16857.8	12140.8	12331.7	12215.3	12889.3	12598.1	15012.3	13344.4	18289	14557.4	12656.5	13737.9	13449.5	13418.2	13429.8	17476.1	15087.9	16280.8	15917.4	16137.4	14394.9	7915.53	13868	19406.6	15743.6	13808.5	14585
Q9H4A6	Q9H4A6	GOLP3_HUMAN	GOLPH3	Golgi phosphoprotein 3	20276	26720.3	20485.8	19841.3	17062.3	18895.9	17127.2	13191	17799.9	12990.4	17387.4	16444.1	18499.4	17073.2	16862.8	14471.8	16151.8	17745.2	18132.8	21098.7	16641.3	14347.9	16500.9	21725.2	16148	13163.6	15685.4	20111.8	15114.1	17376.2	18300.6	14775.3	14805.4	20867.3	16892.7	23462.6	21925.1	16409.8	16300.5	17689.9	19241.7	20411.6	18308.5	18776.4	18649.1	15918.5	16504.1	19409.5	18558.9	16301
Q9H4A9	Q9H4A9	DPEP2_HUMAN	DPEP2	Dipeptidase 2						699.532	612.898			783.537	560.678	937.742	1020.02				489.034		686.923						471.059	697.555	445.699			940.237	598.686		620.921					521.022	657.282	463.389			694.401	865.717		677.293		571.314		
Q9H4B0	Q9H4B0	OSGP2_HUMAN	OSGEPL1	Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial	4977.95	5615.75	5209.68	3668.43	6750.61	5689.04	4242.81	7660.95	6025.72	6366.52	4379.05	5025.83	4571.25	4788.83	3624.38	3684.68	4200.56	3680.31	5086.78	3447.39	6514.85	3683.59	2775.78	5925.59	5894.56	5816.91	3763.09	7086.62	4466.95	4796.01	3380.2	4316.34	5869.99	4916.39	2506.29	9162.93	4713.48	4777.52	5889.01	5184.71	4850.28	4678.96	3692.21	4920.63	5396.39	3826.82	4164.04	4361.63	3521.55	5220.75
Q9H4B6	Q9H4B6	SAV1_HUMAN	SAV1	Protein salvador homolog 1	1771.43		690.662	951.826	748.409	773.282	708.649	2091.43		1737.18	1112.86	1370.83	690.513	1280.51		1054.64	1320.37	779.958	1649.75	2113.62	1860.72	2051.36	733.153	2511.08	1054.92	1738.1	994.602	1164.2	1257.5	848.15	942.634	651.705	1038.43	1632.03	2054.61	1046.94		578.867	1258.62	1046.26	2071.16	370.55	2511.23	941.972	1052.77	1718.99	1158.36	1028.9	648.209	1735.02
Q9H4B7	Q9H4B7	TBB1_HUMAN	TUBB1	Tubulin beta-1 chain	19014.7	35756.4	17831.7	7742.73	84529.4	36027.4	26618.9	17228.6	27890.9	24957.6	52206.1	21119.8	20878.5	31355.4	44028.2	49387.1	24199.2	60998.9		31093.7	14347.3	34522	44410.2	40135.6	43757.4	11175.5	47298.2		56693.1	246430	14670.7	12159.9	24220.3	194976	565343	25209.9	41737.6	14364.4	49166.8	42197	18293.9	26624.8	16145.3	15122.7	33073.3	13536.9	11484.6	70852	55592.6	36179
Q9H4E7	Q9H4E7	DEFI6_HUMAN	DEF6	Differentially expressed in FDCP 6 homolog	19363.8	28035.6	37784.9	27742	35878.5	28317.5	28875.1	28386.4	38927.3	32508.5	27831	31557.1	31243.7	26209.6	21012.7	27819.6	32011.4	29614.9	19254.6	25081.7	18652.1	39151.2	32980.1	27588.5	31082.4	27551.5	34988	31958.1	27112.8	45594.7	35946.1	34879.4	26628.7	41093.5	32276.4	23988.4	31162.4	38103	29294.4	42975.8	29697.5	40303.9	25186.2	37982.3	30569.2	27383.7	31301	29982.3	43114.7	28502.7
Q9H4G4	Q9H4G4	GAPR1_HUMAN	GLIPR2	Golgi-associated plant pathogenesis-related protein 1	14886.6	25810.8	10855.9	15963.5	22624.7	25288.5	22115.1	13249.1	32680.8	26686.5	31686.5	17557.3	14945.1	15166.9	19485.5	15314.9	26030.8	15553.6	10066.3	24752.1	17123	31663.6	40962.8	27756.8	22098.1	19077.8	33811.8	17260	32269.8	62098.4	25240.9	24077.9	14496.8	47805.2	34502.5	15316.7	35434.5	20025.5	15566.6	33400.2	14581.5	24784.3	16381.3	34213.7	24304.9	24682.4	18547.6	35374.2	43000.4	12258.8
Q9H4I3	Q9H4I3	TRABD_HUMAN	TRABD	TraB domain-containing protein	5859.31	5786.21	9521.43	8064.57	4629.84	6637.55	6129.43	11539.1	4022.48	8849.49	9980.33	6337.23	4854.47	6990.29	12119	6235.52	10684.5	10535.5	9105.87	9280.35	6401.7	10532.3	6600.58		6716.89	8816.72	7397.11	10960.2	7141.65	4336.09	8836.06	3917.99	14009.2	8397.28	10486.6	8195.02	9068.04	6915.24	11725.6	6118.01	12354.3	8685.38	8441.4	9111.93	5947.9	7565.7	15630.1	8564.01	13665.4	14137.3
Q9H4I9	Q9H4I9	EMRE_HUMAN	SMDT1	Essential MCU regulator, mitochondrial	9676.22	4606.32	14095.9	7470.27	5574.6	6774.23	7960.99	10283.7	9221.86	9735.78	6911.98	9481.92	5380.24	7071.04	7779.56	7113.1	10370.2	7589.53	5292.47	5187.67	6750.57	4132.51	8914.45	4323.86	11166.5	7886.7	5740.35	4976.44	7677.89	3050.84	5952.64	6189.57	6782.65	7961.95	9486.65	6583.95	9608.34	12958.7	7984.43	7053.31	5651.45	7745.04	11767.2	4943.65	6972.84	6566.9	5868.84	7468.81	7321	5644.09
Q9H4K7	Q9H4K7	MTG2_HUMAN	MTG2	Mitochondrial ribosome-associated GTPase 2	783.099		1029.16	1959.24	732.454	1244.8	2354.74	1243.24	1381.2	1005.06	1107.62	1363.44			1868.97	1535.6	1499.07		1793.13					1145.14	1329.1	1086.1	1324.04	1983.36	1607.35		1913.52	1324.2	1722.73		1231.06	2020.08		1500.52	1453.77	919.359	1986.78	1787.17	618.83	1940.15		860.584	2234.56		1816.88	
Q9H4L4	Q9H4L4	SENP3_HUMAN	SENP3	Sentrin-specific protease 3	6398.41	5825.69	3874.49	3027.89	6480.13	5853.79	6919.88	6984.2	5390.77	4787.79	6017.91	6045.74	5887.09	8556.29	6316.98	5967.7	4578	6165.5	5771.4	5532.99	5729.84	5388.34	5389.26	5805.51	5992.11	6403.55	5885.86	7211.44	5782.35	5870.48	7262.88	8847.27	7136.11	4568.85	5416.2	7997.96	4543.1	6856.8	7025.85	4954.34	4436.63	5555.42	6072.13	6676.18	6649.73	6896.79	5928.59	6248.16	5440.34	6573.44
Q9H4L5	Q9H4L5	OSBL3_HUMAN	OSBPL3	Oxysterol-binding protein-related protein 3	1279.8	2938.65	995.572	1771.58	1236.14	762.34	1463.33	748.511	2406.16	1174.9	1600.03	1857.72	2256.48	2298.45	1054.11	1385.32	2741.81	1413.43	844.495	3186.98	2411.61	1732.07	1765.76	3028.64	1011.73	1337.29	939.878	1229.42	929.843	2243.47	1318.07		1045.84	1872.17	1485.66	990.628	2175.79	785.565	953.88	2054.99	813.085	3446.2	761.456	1900.96	824.878	869.161	2403.08	1458.9	2749.23	912.283
Q9H4L7	Q9H4L7	SMRCD_HUMAN	SMARCAD1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1	3102.9	3112.45	2503.94	2361.11	2978.29	2818.68	1915.81	3166.45	3679.01	2600.18	2798.84	2918.25	3756.47	4623.21	1910.86	4651.81	3005.36	2625.7	3018.19	3239.27	2446.08	3339.4	3948.17	3270.53	2366.79	2532.5	2328.51	3028.68	2275.36	3614.7	2369.99	3432.29	3535.09	2426.14	3089.39	2460.02	2152.13	2598.81	2544.82	2232.05	2424.79	2753.35	2763.17	2977.57	3067.17	2475.81	2888.47	2705.38	2916.48	2376.53
Q9H4M9	Q9H4M9;Q9NZN3	EHD1_HUMAN	EHD1	EH domain-containing protein 1	147336	140364	108866	158331	152528	130418	150077	110417	125384	112830	71240.2	156584	107793	114049	61305	115755	104361	151183	108176	89757.5	148712	104552	100028	136015	94853.7	95541.1	122179	119260	112748	95484.1	130952	75195	58756	128578	120188	64553.9	100742	131611	81022.9	130373	128320	137429	143442	101689	137359	109951	104036	99242.3	114192	71769.2
Q9H4P4	Q9H4P4	RNF41_HUMAN	RNF41	E3 ubiquitin-protein ligase NRDP1	2572.59		2475.4	2581.91		1915.52	1825.16	3071.86	2838.32	2519.2	1561.03	3426.61	1723.42	1700.12	2282.99	1681.09	3606.7	2497.13	2250.03		2199.17		3180.45	2274.29	2516.79	2257.91	3550.21	2066.01	2713.39	3373.25	1746.78	1938.75	2437.91	2113.95	2372.09		2528.13	1725.02	3439.45		3031.65	2007.78	2941.74	2349.27	1498.51	2644.66	2329.97	2194.76	2556.83	2495.24
Q9H4X1	Q9H4X1	RGCC_HUMAN	RGCC	Regulator of cell cycle RGCC	654.666		431.05			997.547	819.674	536.622	1113.24	784.288	776.367	621.076		621.864	1802.27	893.315		649.229	914.464	1181.65	1937.63	1946.4	1608.44	1643.33	1650.94	280.461	1099.97		1006.18			634.048	459.83	857.788	793.327			445.612	1207.31	939.282	700.49	1272.38	1432.99	1064.71	583.732	985.418	2217.88		792.919	657.776
Q9H4Z2	Q9H4Z2	ZN335_HUMAN	ZNF335	Zinc finger protein 335	1420.5		1031.64	1171.92		1354.18	1518.47	1174.49	1343.31	1331.55	985.007	1179.51	804.253	1816.96		1634.54	1061.3	1377.49	1773.08		1374.17		1299.47		880.715	1175.04	1187.83	1387.24	1036.71	915.206	1486.24	1420.16	1023.86	1050.24	1316.95	1180.25	450.223	1080.45	526.601	1034.71	1118.57	633.771	898.516		1809.52	1222.4	906.914	729.157	1345.15	1258.21
Q9H4Z3	Q9H4Z3	CAPAM_HUMAN	PCIF1	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase	36620.5	31010.7	37796.2	37171.5	31445.3	32642.9	29663.5	30576.9	27072.6	25728.5	29223.8	33048.8	32618.8	35411.6	21142.1	31652.8	28363.9	35126.8	39224.3	37319.5	41820.2	29444.3	33450	40523.1	27816.4	31731	29326.8	33615.5	30735.4	26070.1	34208.1	31788.6	27293.5	25920.5	28964	22479.7	34449.6	35958.5	30236.4	27847.1	29048.7	33689.4	35510.3	26685.5	35509.2	37576.6	25686.3	31496	35655.4	26830.4
Q9H501	Q9H501	ESF1_HUMAN	ESF1	ESF1 homolog	3174.89	3331.55	5738.91	3546.05	3648.33	3051.52	2442.33	3404.05	3651.92	2765.18	3367.85	3627.37	3688.68	4262.33	3822.13	3980.88	3533.57	2918.11	4266.16	3613.02	4842.55	2322.19	3341.72	3322.31	2658.84	3572.28	2712.07	3482.93	2458.46	3256.11	3332.73	3632.82	3683.41	3488.26	3948.17	4000.5	4068.19	3109.59	2992.63	3366.98	3811.21	3148.36	3166.07	2958.22	2834.76	3247.19	3032.31	3394.07	3424.52	3553.46
Q9H553	Q9H553	ALG2_HUMAN	ALG2	Alpha-1,3/1,6-mannosyltransferase ALG2	9254.01	10703.2	3673.86	11147.9	10195.8	8369.04	10376.4	9600.93	7152.81	8825.12	7536.65	8523.17	8701.15	7237.19	13690.9	8268.56	7285.17	8418.4	6772.59	8118.15	8401.69	8829.61	7519.21	6919.08	9463.23	7774.68	9320.64	7214.35	8104.15	8861.67	7299.44	12006.1	9096.77	7674.15	8748.18	10357	7812.1	8464.81	8727.6	6792.77	10114.1	9045.09	9871.84	7187.62	10925.2	10788.4	11573.3	6307.3	10177.4	8314.95
Q9H582	Q9H582	ZN644_HUMAN	ZNF644	Zinc finger protein 644	1398.13	1134.44	1455.69	1847.43	1412.97	1503.04	1826.42	1309.39	1087.26	1301.07	1434.87	1607.14	1388.85	1329.68	1428.79	1984.96	1726.74	1680.98	2297.31	1536.79	2324.57	1009.37	1506.8	887.822	1429.26	1027.67	1581.9	1352.7	1392.71	1125.6	1371.25	1603.18	1325.65	921.144	1375.36	1992.18	1407.23	1250.05	1468.14	1084.88	1306.84	1485.64	1287.1	1619.43	1178.9	1588.77	1136.78	1151.95	1446.23	1697.74
Q9H583	Q9H583	HEAT1_HUMAN	HEATR1	HEAT repeat-containing protein 1	17649.5	19324.1	18430	16467.6	19974.7	19687.9	15372.4	20389.6	22587	15298.8	22017	19935	21931.4	26008.6	20136.6	19745.9	23743.7	20793.6	21321.6	16849.4	18321.9	18697.7	18674.5	18630.3	15668.2	21209.2	14037.8	25167.5	15239	15664.4	15203.4	22419.3	17855.7	16968.8	20396.5	27754.7	19622.9	17639.2	17851.4	16233	22498.7	21128.2	17512.8	19427.3	17830.7	15923.5	17967.3	15043.5	17124.9	12982
Q9H5H4	Q9H5H4	ZN768_HUMAN	ZNF768	Zinc finger protein 768	3340.52		3802.39	4284.06	5166.32	2722.84	4115.65	4904.46	4981.73	3107.31	3729.04	4541.39	3288.04	3602.01	4503.33	4351.61	3619.13	5188.85	3808.68	4106.59	3994.82	3776.25	2612.13	4738.75	3452.6	3681.97	4625.77	3505.41	3082.29		3029.72	4147.43	2983.17	3033.52	2151.3	3437.53	3537.72	2486.27	3569.15	4085.02	2822.82	3891.74	3011.06	3148.81	4774.78	3466.01	3797.73		2959.96	3348.07
Q9H5K3	Q9H5K3	SG196_HUMAN	POMK	Protein O-mannose kinase	901.273		1047.22			1073.38	1029.25	1206.46	669.94	1451.86	1515.05	1471.29	1525.15	1216.29	955.524	1313.32	1316.46	1276.53	1580.66	556.272	1270.14	1558.5	715.809	656.043	1325.76	1227.37	381.444	1796.97	1406.99	1373.28	712.062	1413.97	1242.41			908.519	1425.02	1610.63	1156.5	773.803	2313.22	1035.61	834.945	1329.48	992.526	661.195	1133.13	1215.42	1235.37	1600.11
Q9H5N1	Q9H5N1	RABE2_HUMAN	RABEP2	Rab GTPase-binding effector protein 2	22274	20115	22871.2	23102.4	14545.2	16121.2	17437.9	21365.6	17458.4	13972.4	18189.2	19394.4	18724.6	19577.7	17403.8	19761	18087.9	20229.4	17913.4	25471.9	18771.9	11803.8	16569.4	17164.9	20572.5	18158.3	19182.3	17109.1	21927.6	9306.1	13176.3	12339.5	13160.3	17340.7	17659	11068.6	18326.1	16701.9	22998.9	18892.3	15072.8	18049.7	20447.4	18030	17862.5	20907.9	15597.7	18161	15747.7	12837.3
Q9H5Q4	Q9H5Q4	TFB2M_HUMAN	TFB2M	Dimethyladenosine transferase 2, mitochondrial	1753.17	1991.32	2803.75	1435.14	1617.59	2428.32	2382.34	2156.52	2863.75	2701.29	3134.08	2731.76	2508.2	2630.85	2234.72	3037.27	3162.75	2551.71	2485.86		1039.66	1403.93	1255.98	2485.89	2625.25	3282.46	3197.3	2643.51	2795.51	3468.77	2078.34	5308	3169.74	2125.3	2221.45	4901.51	2806.82	2444.91	2558.33	2559.5	2093.79	628.917	2516.8	2967.47	2256.07	2298.58	2833.49	1917.74	2795.03	2669.15
Q9H5V9	Q9H5V9	CX056_HUMAN	CXorf56	UPF0428 protein CXorf56	2434.72	2777.52	3181.17	2583.84	3409.51	2001.21	3076.15	3168.08	2489.97	3124.23	3044.66	2398.22	1532.01	2821.69	1678.47	2143.38	2957.55	2939.13	1968.12	1892.21	1546.68	1730.97	2030.31	1107.48	2435.19	3119.11	3536.32	3468.78	2128.41	3034.81	3217.36	3907.93	2271.72	1669.64	3001.05	3527.82	2062.28	3570.04	2847.87	2264.79	2144.12	2458.15	3554.96	1981.7	4160.09	3132.36	2267.74	2638.22	3518.06	3387.05
Q9H5X1	Q9H5X1	CIA2A_HUMAN	CIAO2A	Cytosolic iron-sulfur assembly component 2A	9077.71	3843.18	5870.62	7143.35	4890.89	8069.55	6882.41	6874.72	7423.35	6461.01	5405.41	9351.89	9472.02	4671.85	3074.99	8702.39	7120.68	8310.05	3835.89	4610.98	7271.11	5416	3748.8	3477.19	6332.39	11514.9	9062.85	5577.57	6699.01	3641.13	6982.23	6586.61	8841.61	8588.85	6140.39	3936.17	7695.78	6592.7	5942.9	7767.66	6432.64	7567.27	6698.74	8174.23	7882.65	6545.65	6525.19	5366.37	5654.29	8105.14
Q9H5Z1	Q9H5Z1	DHX35_HUMAN	DHX35	Probable ATP-dependent RNA helicase DHX35	2312.67	2433.59	2441.31	2376.54	2080.62	2006.29	2381.04	2101.98	1715.35	3178.3	3076.39	1953.83	2078.1	1656.7	2580.19	2627.81	2991.49	2294.1	2630.94	2967.27	2452.64	1832.57	2152.67	2041.48	1930.59	2627.58	2712.48	3082.06	2600.17	2105.16	2502.19	3480.18	2497.42	2319.31	3377.6	2802.23	2321.07	2475.75	2885.49	2557.06	2156.93	2131.82	2395.53	2491.4	2041.52	2748.57	1725.71	2160.92	2646.85	3050.8
Q9H633	Q9H633	RPP21_HUMAN	RPP21	Ribonuclease P protein subunit p21	2273.61	3130.88	2771.2	1216.61	1186.67	2193.42	2466.35	2074.16	1472.72	2120.81	2711.8	2138.21	2097.82	4193.46	3745			2459.7	1147.32	2290.81	1607.69		2098.29		2036.64	2524.67	1838.2	1133.82	1078.88	1255.74	2139.93	2431.76	3245.92	1049.36	2196.08	3131.86	1880.01	2099.89	2897.18		2809.76		1157.92	2160.41	1871.16	1410.11	2465.76	1926.26	1970.28	3062.97
Q9H649	Q9H649	NSUN3_HUMAN	NSUN3	tRNA (cytosine(34)-C(5))-methyltransferase, mitochondrial		852.42	843.784				748.722	899.271	1039.46						660.98		930.99								1145.32	697.016	773.207		661.37		521.781	700.993	1202.8	1077.76	677.247	1681.18			896.435		1129.94		385.084	839.947				381.974	595.909	1039.57
Q9H665	Q9H665	IGFR1_HUMAN	IGFLR1	IGF-like family receptor 1	1677.15		2311.78	1620.15		1385.59	1050.76	1590.59	1951.82	937.748		2967.32	1613.85			572.248	1588.65	1963.37	2199.42	2767.05	1771.54		803.095	3311.69	794.817	1216.57	1019.9		708.597		1073.55	1256.39	1726.84	1176.57	1276.59	2644.85	1373.26	1266.83	1458.3	1193.5	2479.91		1517.8	683.838	1517.67	1057.69	683.625	1408.15	1325.31	876.726
Q9H668	Q9H668	STN1_HUMAN	STN1	CST complex subunit STN1	2019.6	1681.74	2260.56	2922.33	3186.05	2222.45	2125.72	2891.18	2746.12	1373.34	2285.73	2025.99	2421.87	2376.18	3309.53	2460.19	1526.54	2656.6	2067.76	1144.14	3214.79	1716.13	3010.01		1831.83	2456.52	2519.45	2485.88	1712.81	3166.9	1988.93	2571.93	1685.19	2185.89	2118.77	1929.82	2214.06	2055.98	3055.79	2479.54	1592.28	2167.62	2489.85	2837.04	2361.36	2296.88	2067.18	2316.61	2949.81	2343.32
Q9H6A0	Q9H6A0	DEN2D_HUMAN	DENND2D	DENN domain-containing protein 2D	5524.52	12261.6	4072.91	7604.08	8425.78	6418.12	7071.22	11077.4	10236.2	7164.53	9201.4	8281.92	5480.6	9380.02	8755.18	6984.51	9852	8338.36	5967.31	10390.3	10309.6		11903.8	8798	8314.44	4181.67	7100.15	7079.15	5735.15	12497.4	6567.73	3033.29	5636.33	9693.68	11759.6	3794	7220.69	4727.43	8210.91	8909.74	8820.48	12967.3	5272.49	7861.37	5202.4	7831.87	8984.7	11346.1	8175.11	5394.48
Q9H6D7	Q9H6D7	HAUS4_HUMAN	HAUS4	HAUS augmin-like complex subunit 4	2965.84	3103.52	1140.7	1855.98	3373.88	1907.55	1942.76	1801.55	1699.17	2346.47	2285.89	1829.8	2124.74	3450.79	2549.5	1995.15	2518.73	2291.39	2438.79	2225.29	2496.79	2136.59	2591.87	3213.89	1084.81	1631.83	2278.17	1579.01	1935.44	2028.8	2168.12	2307.89	1795.88	1867.53	1427.05	1422.67	2284.84	2051.19	2305.78	2122.44	2396.17	3033.87	2208.08	2413.71	2760.24	2012.27	1756.07	2380.73	1843.1	2501.74
Q9H6E4	Q9H6E4	CC134_HUMAN	CCDC134	Coiled-coil domain-containing protein 134	4958.37	7438.58	4739.02	4039.52	4704.71	3769.14	4040.01	6243.8	5512.31	9400.23	6971.69	5895.23	6770.65	5638.5	10387.6	4298.32	3794.43	3379.03	5042.57	6260.13	2443.94	6932.46	4708.22	4095.88	3102.31	4520.85	3848.59	4998.15	3913.61	6282.77	4415.33	5971.41	4436.24	3842.13	4668.05	4609.08	2932.28	4013.3	4535.54	6006.88	6910.78	3083.98	5371.12	4901.37	4600.02	5765.79	5914.78	4399.11	9450.68	7479.61
